Name,Online_Name,Description,Short_Code,Short_Code_2,Sap_Code,HSN_Code,Parent_Category,Category,Category_online_display,Price,Attributes,Goods_Services,Unit,is_Self_Item_Recipe,minimum_stock_level,at_par_stock_level,Rank,Packing_Charges,Allow_Decimal_Qty,Addon_Group_Name,Addon_Group_Selection,Addon_Group_Min,Addon_Group_Max,Variation_group_name,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges
"Peach Lemonade","Peach Lemonade",,227,,,,,Drinks/Shakes,Drinks/Shakes,90,veg,,,0,,,181,0,Yes
"Blue Lagoon","Blue Lagoon",,228,,,,,Drinks/Shakes,Drinks/Shakes,100,veg,,,0,,,182,0,Yes
"Vanilla Shake","Vanilla Shake",,229,,,,,Drinks/Shakes,Drinks/Shakes,110,veg,,,0,,,183,0,Yes
"Mango Shake","Mango Shake",,230,,,,,Drinks/Shakes,Drinks/Shakes,110,veg,,,0,,,184,0,Yes
"Butter Scotch Shake","Butter Scotch Shake",,231,,,,,Drinks/Shakes,Drinks/Shakes,110,veg,,,0,,,185,0,Yes
"Strawberry Shake","Strawberry Shake",,232,,,,,Drinks/Shakes,Drinks/Shakes,110,veg,,,0,,,186,0,Yes
"Pineapple Shake","Pineapple Shake",,233,,,,,Drinks/Shakes,Drinks/Shakes,110,veg,,,0,,,187,0,Yes
"Chocolate Oreo Shake","Chocolate Oreo Shake",,234,,,,,Drinks/Shakes,Drinks/Shakes,130,veg,,,0,,,188,0,Yes
"Easy Chocolate Oreo Shake","Easy Chocolate Oreo Shake",,235,,,,,Drinks/Shakes,Drinks/Shakes,130,veg,,,0,,,189,0,Yes
"Kitkat Shake","Kitkat Shake",,236,,,,,Drinks/Shakes,Drinks/Shakes,130,veg,,,0,,,190,0,Yes
"Brownie Chocolate Shake","Brownie Chocolate Shake",,237,,,,,Drinks/Shakes,Drinks/Shakes,140,veg,,,0,,,191,0,Yes
"Dbl Chocolate Brownie Shake","Dbl Chocolate Brownie Shake",,238,,,,,Drinks/Shakes,Drinks/Shakes,145,veg,,,0,,,192,0,Yes
"Choco Chip Shake","Choco Chip Shake",,239,,,,,Drinks/Shakes,Drinks/Shakes,130,veg,,,0,,,193,0,Yes
"Choco Peanutbutter Shake","Choco Peanutbutter Shake",,240,,,,,Drinks/Shakes,Drinks/Shakes,140,veg,,,0,,,194,0,Yes
"Caramel Chocolate Shake","Caramel Chocolate Shake",,241,,,,,Drinks/Shakes,Drinks/Shakes,145,veg,,,0,,,195,0,Yes
"Caramel Oreo Shake","Caramel Oreo Shake",,242,,,,,Drinks/Shakes,Drinks/Shakes,130,veg,,,0,,,196,0,Yes
"Tuty Fruity Shake","Tuty Fruity Shake",,243,,,,,Drinks/Shakes,Drinks/Shakes,120,veg,,,0,,,197,0,Yes
"Strawberry Oreo Shake","Strawberry Oreo Shake",,244,,,,,Drinks/Shakes,Drinks/Shakes,130,veg,,,0,,,198,0,Yes
"Blueberry Shake","Blueberry Shake",,245,,,,,Drinks/Shakes,Drinks/Shakes,120,veg,,,0,,,199,0,Yes
"Black Current Shake","Black Current Shake",,246,,,,,Drinks/Shakes,Drinks/Shakes,120,veg,,,0,,,200,0,Yes
"Classic Cold Coffee","Classic Cold Coffee",,247,,,,,Drinks/Shakes,Drinks/Shakes,100,veg,,,0,,,201,0,Yes
"Oreo Cold Coffee","Oreo Cold Coffee",,248,,,,,Drinks/Shakes,Drinks/Shakes,120,veg,,,0,,,202,0,Yes
"Caramel Cold Coffee","Caramel Cold Coffee",,249,,,,,Drinks/Shakes,Drinks/Shakes,130,veg,,,0,,,203,0,Yes
"Vanilla Cold Coffee","Vanilla Cold Coffee",,250,,,,,Drinks/Shakes,Drinks/Shakes,130,veg,,,0,,,204,0,Yes
"Hazelnut Cold Coffee","Hazelnut Cold Coffee",,251,,,,,Drinks/Shakes,Drinks/Shakes,130,veg,,,0,,,205,0,Yes
"Spiced Mocha","Spiced Mocha",,252,,,,,Drinks/Shakes,Drinks/Shakes,130,veg,,,0,,,206,0,Yes
"Chocolate Brownie Desert","Chocolate Brownie Desert",,253,,,,,Drinks/Shakes,Drinks/Shakes,60,veg,,,0,,,207,0,Yes
"Vanilla Ice-Cream Scoop","Vanilla Ice-Cream Scoop",,254,,,,,Drinks/Shakes,Drinks/Shakes,40,veg,,,0,,,208,0,Yes
"Lemon Ice Tea","Lemon Ice Tea",,255,,,,,Drinks/Shakes,Drinks/Shakes,60,veg,,,0,,,209,0,Yes
"Mutton Galouti Combo","Mutton Galouti Combo",,256,,,,,"Kabab Paratha","Kabab Paratha",170,non-veg,,,0,,,210,0,Yes
"Veg Galouti Combo","Veg Galouti Combo",,257,,,,,"Kabab Paratha","Kabab Paratha",150,veg,,,0,,,211,0,Yes
"Mutton Galouti Kabab 2pc","Mutton Galouti Kabab 2Pc",,258,,,,,"Kabab Paratha","Kabab Paratha",150,non-veg,,,0,,,212,0,Yes
"Veg Galouti Kabab 2pc","Veg Galouti Kabab 2Pc",,259,,,,,"Kabab Paratha","Kabab Paratha",130,veg,,,0,,,213,0,Yes
"Espresso Coffee","Espresso Coffee",,261,,,,,Drinks/Shakes,Drinks/Shakes,45,veg,,,0,,,214,0,Yes
"Macchiato Coffee","Macchiato Coffee",,262,,,,,Drinks/Shakes,Drinks/Shakes,55,veg,,,0,,,215,0,Yes
"Tapri Coffee","Tapri Coffee",,263,,,,,Drinks/Shakes,Drinks/Shakes,55,veg,,,0,,,216,0,Yes
"Americano Coffee","Americano Coffee",,264,,,,,Drinks/Shakes,Drinks/Shakes,65,veg,,,0,,,217,0,Yes
"Cappuccino Coffee","Cappuccino Coffee",,265,,,,,Drinks/Shakes,Drinks/Shakes,90,veg,,,0,,,218,0,Yes
"Cafe Latte","Cafe Latte",,266,,,,,Drinks/Shakes,Drinks/Shakes,90,veg,,,0,,,219,0,Yes
"Hot Chocolate","Hot Chocolate",,267,,,,,Drinks/Shakes,Drinks/Shakes,95,veg,,,0,,,220,0,Yes
"Cafe Mocha","Cafe Mocha",,268,,,,,Drinks/Shakes,Drinks/Shakes,125,veg,,,0,,,221,0,Yes
"Elaichi Chai","Elaichi Chai",,269,,,,,Drinks/Shakes,Drinks/Shakes,35,veg,,,0,,,222,0,Yes
"Add On Extra","Add On Extra",,270,,,,,Drinks/Shakes,Drinks/Shakes,25,veg,,,0,,,223,0,Yes
"Orange Lemonade","Orange Lemonade",,271,,,,,Drinks/Shakes,Drinks/Shakes,100,veg,,,0,,,224,0,Yes
"Watermellon Lemonade","Watermellon Lemonade",,272,,,,,Drinks/Shakes,Drinks/Shakes,100,veg,,,0,,,225,0,Yes
"Chach (butter Milk)","Chach ( butter milk)",,273,,,,,Drinks/Shakes,Drinks/Shakes,40,veg,,,0,,,226,0,Yes
Lassi,Lassi,,274,,,,,Drinks/Shakes,Drinks/Shakes,60,veg,,,0,,,227,0,Yes
"Gulab Jamun 1 Pc","Gulab Jamun 1 Pc",,275,,,,,Drinks/Shakes,Drinks/Shakes,25,veg,,,0,,,228,0,Yes
"Gulab Jamun With Ice Cream","Gulab Jamun With Ice Cream",,276,,,,,Drinks/Shakes,Drinks/Shakes,50,veg,,,0,,,229,0,Yes
"Cheese & Corn Momos","Cheese & Corn Momos",,281,,,,,Momos,Momos,0,veg,,,0,,,230,0,Yes,,,,,Preparation,Steamed,130,,0,"Kurkure Fried",180,,0
"Pan Fried Cheese & Corn Momos","Pan Fried Cheese & Corn Momos",,282,,,,,"Chicken & Fish & Veg Gravy","Chicken & Fish & Veg Gravy",170,veg,,,0,,,231,0,Yes
"Schezwan Chilly Chicken","Schezwan Chilly Chicken",,283,,,,,"Chicken & Fish & Veg Gravy","Chicken & Fish & Veg Gravy",270,non-veg,,,0,,,232,0,Yes
"Schezwan Chilly Paneer","Schezwan Chilly Paneer",,284,,,,,"Chicken & Fish & Veg Gravy","Chicken & Fish & Veg Gravy",230,veg,,,0,,,233,0,Yes
"Delhi Style Butter Chicken","Delhi Style Butter Chicken",,285,,,,,"Chicken & Fish & Veg Gravy","Chicken & Fish & Veg Gravy",450,non-veg,,,0,,,234,0,Yes
"Soya Malai Chaap Rumalii Roll","Soya Malai Chaap Rumalii Roll",,286,,,,,"Kathi Roll","Kathi Roll",170,veg,,,0,,,235,0,Yes
"Box Packing","Box Packing",,287,,,,,Mutton/Biryani,Mutton/Biryani,10,non-veg,,,0,,,236,0,Yes
"Murg Shaahi Chicken Tikka 10pc","murg shaahi chicken tikka 10pc",,166,,,,,"Tandoor Starters","Tandoor Starters",370,non-veg,services,,0,,,1,0,Yes
"Murg Shaahi Malai Tikka 10pcs","murg shaahi malai tikka 10pcs",,167,,,,,"Tandoor Starters","Tandoor Starters",370,non-veg,services,,0,,,1,0,Yes
"Changezi Chicken Qtr","changezi chicken qtr",,168,,,,,"Chicken & Fish & Veg Gravy","Chicken & Fish & Veg Gravy",230,non-veg,services,,0,,,1,0,Yes
"Changezi Chicken Half","changezi chicken half",,169,,,,,"Chicken & Fish & Veg Gravy","Chicken & Fish & Veg Gravy",420,non-veg,services,,0,,,1,0,Yes
"Changezi Chicken Full","changezi chicken full",,184,,,,,"Chicken & Fish & Veg Gravy","Chicken & Fish & Veg Gravy",699,non-veg,services,,0,,,1,0,Yes
"Khameeri Naan","khameeri naan",,210,,,,,Roti/Naan,Roti/Naan,60,veg,services,,0,,,1,0,Yes
"Chicken Fingers 8 Pcs","chicken fingers 8 pcs",,205,,,,,"Fried Starter","Fried Starter",299,non-veg,services,,0,,,1,0,Yes
"Paneer Shawarma","paneer shawarma",,204,,,,,Shawarma,Shawarma,130,veg,services,,0,,,1,0,Yes
"Chilly Chicken Shawarma","chilly chicken shawarma",,203,,,,,Shawarma,Shawarma,160,non-veg,services,,0,,,1,0,Yes
"Mutton Burger","mutton burger",,199,,,,,"Kabab Paratha","Kabab Paratha",110,non-veg,services,,0,,,1,0,Yes
"Veg Burger","veg burger",,201,,,,,"Kabab Paratha","Kabab Paratha",70,veg,services,,0,,,1,0,Yes
"Crunchy Chicken Burger","crunchy chicken burger",,200,,,,,"Tandoor Starters","Tandoor Starters",120,non-veg,services,,0,,,1,0,Yes
"Chicken Tikka Chilly Chicken","chicken tikka chilly chicken",,202,,,,,"Chicken & Fish & Veg Gravy","Chicken & Fish & Veg Gravy",0,non-veg,services,,0,,,1,0,Yes,,,,,Preparation,Dry,299,,0,Gravy,299,,0
"Chicken Shawarma Burger","chicken shawarma burger",,118,,,,,Shawarma,Shawarma,130,non-veg,services,,0,,,1,0,Yes
"Paneer Shawarma Burger","paneer shawarma burger",,119,,,,,Shawarma,Shawarma,130,veg,services,,0,,,1,0,Yes
